task_size,current_edge_queue_time,current_leo_latency,chosen_node,total_experienced_latency
42.56257755095125,8.25,46.5780673868903,edge,12.367960328387767
27.870840121680228,5.5,34.95149867645604,edge,8.658247172535766
17.431133126991845,5.5,29.202180157512032,edge,6.309279681949192
47.0411777157134,5.5,26.088004213913333,edge,8.268570182866483
17.727754247727198,2.75,22.69776301044695,edge,6.079697188082491
49.95060499532024,5.5,20.918917442091736,edge,7.813944520371933
29.236125996674318,5.5,20.30162304088448,edge,8.791770864890964
29.454352833140288,5.5,20.013386520042406,edge,8.58145389699257
13.489356816819743,8.25,20.403249446465654,edge,7.465057527987369
15.51031007260519,5.5,21.71816634465148,edge,5.800695609293143
38.511731820433816,8.25,22.73038768710198,edge,8.020926894044578
22.373543862094206,5.5,26.10838432663871,edge,6.324054572559362
49.136816239690326,5.5,30.803904695121368,edge,7.275493541399783
27.603101755983463,5.5,33.068344224736485,edge,8.424744882961363
44.338566832443874,5.5,39.721168386909824,edge,8.74950062611913
25.5617633513409,5.5,45.47727125469085,edge,8.227823700830527
34.465159689248026,5.5,51.08897410962568,edge,8.944403810516292
48.61416337583977,8.25,52.34214287279743,edge,13.224125787509365
46.44180944511335,11.0,89.6717161998063,leo,1.018507905102183
34.24264936606727,8.25,60.45782497355403,edge,13.070276928355497
44.26606546731908,11.0,102.00413515847498,leo,0.9873254445049042
43.670398287572,8.25,70.41037754142488,edge,13.38029274741507
18.201549918434395,11.0,114.31865176804335,leo,0.4783496501366926
37.342284135034234,8.25,76.74241666738752,edge,14.664537699118227
6.615459492695896,8.25,87.80710003717383,edge,11.208934596192194
24.528716236540657,8.25,100.09035453744019,edge,9.242810509519813
45.65408279227187,8.25,112.12125877880148,edge,9.545966603098918
28.902484316694203,5.5,119.77689532015806,edge,9.721819568572869
12.649264208064382,5.5,130.5761644878556,edge,7.109187567736399
32.88696658418369,8.25,132.83302493471177,edge,9.575380466967886
24.87784026217165,11.0,156.83643456632433,leo,0.6543932398097922
11.440297405782935,8.25,144.18863478752152,edge,6.480923159475537
16.489701867161934,5.5,150.0134213046238,edge,5.867961327951093
45.55442406194974,8.25,151.98360977220383,edge,9.640623887960942
33.75224160620054,2.75,164.45432215302156,edge,7.779206066986376
30.466805763006455,11.0,185.05242842294743,leo,0.7943885436831124
43.03867663141694,5.5,169.37988321936567,edge,9.832779056904883
26.744362747664724,8.25,170.49940376910433,edge,11.976399382290879
30.866536858039026,8.25,176.91106887944588,edge,11.847284991042557
49.00750180595882,8.25,181.23021387848672,edge,14.362342909988683
7.206991284919997,8.25,190.34994869931708,edge,9.025594374450066
45.68698809021764,8.25,193.7988392145675,edge,10.604111323900156
32.31792491739196,8.25,197.18048832839418,edge,9.93932345711653
32.94010234086369,5.5,199.07048111973387,edge,9.823480057185293
34.66316931425392,5.5,199.96273978897716,edge,9.627011858598507
45.65316668328356,5.5,199.72944402393438,edge,10.8075842158662
48.717031154510295,11.0,192.64417929728114,leo,1.1669848023875602
24.83704355732652,8.25,198.93766136216158,edge,10.864489919741004
